5.6,a,thrust_coefficient,-,1.41e-3,9000,0.3542,4.8966,4.8966,4.8966,3,4.8966,0.0000,0.125488,0.61446,0.00000,0.01298,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,1.41e-3,9000,0.6753,13.3793,13.3793,,2,13.3793,0.0000,0.455999,6.10095,0.00000,0.04717,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,1.41e-3,9000,0.7528,14.2586,14.2586,14.2586,3,14.2586,0.0000,0.566659,8.07978,0.00000,0.05862,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,1.41e-3,9000,0.8229,14.7759,14.7759,14.7759,3,14.7759,0.0000,0.677129,10.00516,0.00000,0.07005,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,1.41e-3,9000,0.8930,14.6724,14.6724,14.6724,3,14.6724,0.0000,0.797429,11.70021,0.00000,0.08249,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,1.41e-3,9000,0.9576,14.5172,14.5690,14.5690,3,14.5690,0.0259,0.916930,13.35872,0.02371,0.09485,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.1033,-7.8793,-7.8793,-7.8793,3,-7.8793,0.0000,0.010675,-0.08411,0.00000,0.00110,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.1365,-3.2759,-3.2759,-3.2759,3,-3.2759,0.0000,0.018641,-0.06106,0.00000,0.00193,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.2066,0.3966,0.3966,0.4483,3,0.3966,0.0259,0.042701,0.01693,0.00110,0.00442,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.2786,1.8966,1.9483,,2,1.9483,0.0259,0.077617,0.15122,0.00201,0.00803,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.3542,3.4483,3.4483,3.5000,3,3.4483,0.0259,0.125488,0.43272,0.00325,0.01298,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.4336,5.0517,5.0517,5.0517,3,5.0517,0.0000,0.187991,0.94968,0.00000,0.01945,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.5203,6.4483,6.5000,6.4483,3,6.4483,0.0259,0.270707,1.74559,0.00700,0.02800,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.6162,7.1207,7.1207,7.1207,3,7.1207,0.0000,0.379747,2.70406,0.00000,0.03928,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.7177,8.5690,8.5690,8.5690,3,8.5690,0.0000,0.515111,4.41397,0.00000,0.05329,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.8284,9.4483,9.5000,9.5000,3,9.5000,0.0259,0.686269,6.51955,0.01775,0.07099,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,a,thrust_coefficient,-,4.23e-3,9000,0.9502,10.3793,10.3793,,2,10.3793,0.0000,0.902851,9.37097,0.00000,0.09340,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.1470,0.3826,0.3826,0.3826,3,0.3826,0.0000,0.021594,0.00826,0.00000,0.00225,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.1627,0.3826,0.3826,,2,0.3826,0.0000,0.026459,0.01012,0.00000,0.00276,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.2052,2.9913,2.9913,2.9913,3,2.9913,0.0000,0.042097,0.12593,0.00000,0.00439,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.2412,3.5130,3.5130,3.5130,3,3.5130,0.0000,0.058187,0.20441,0.00000,0.00607,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.2773,3.6696,3.6696,,2,3.6696,0.0000,0.076876,0.28210,0.00000,0.00802,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.3549,4.0348,4.0870,4.0348,3,4.0348,0.0261,0.125953,0.50819,0.00329,0.01314,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.3956,4.2435,4.2435,4.2435,3,4.2435,0.0000,0.156471,0.66398,0.00000,0.01633,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.4381,4.5565,4.5565,4.5565,3,4.5565,0.0000,0.191912,0.87445,0.00000,0.02003,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.56e-3,18000,0.4824,4.9739,4.9739,4.9739,3,4.9739,0.0000,0.232748,1.15767,0.00000,0.02429,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.1738,3.6174,3.6174,,2,3.6174,0.0000,0.030190,0.10921,0.00000,0.00315,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.2089,6.2783,6.2783,,2,6.2783,0.0000,0.043628,0.27391,0.00000,0.00455,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.2810,8.3130,8.3130,,2,8.3130,0.0000,0.078939,0.65622,0.00000,0.00824,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.3189,8.3652,8.3652,,2,8.3652,0.0000,0.101668,0.85047,0.00000,0.01061,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.3595,8.1043,8.1043,,2,8.1043,0.0000,0.129254,1.04752,0.00000,0.01349,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.3956,7.8957,7.8957,,2,7.8957,0.0000,0.156471,1.23544,0.00000,0.01633,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.4372,7.5826,7.5826,7.5826,3,7.5826,0.0000,0.191103,1.44906,0.00000,0.01994,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,0.85e-3,18000,0.4713,7.4783,7.5304,7.5304,3,7.5304,0.0261,0.222170,1.67304,0.00580,0.02318,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.1756,2.4696,2.4696,2.4696,3,2.4696,0.0000,0.030836,0.07615,0.00000,0.00322,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.2135,5.2348,5.2348,5.1826,3,5.2348,0.0261,0.045579,0.23860,0.00119,0.00476,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.2911,8.8348,8.8348,8.8348,3,8.8348,0.0000,0.084755,0.74879,0.00000,0.00884,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.3281,9.9826,9.9826,10.0348,3,9.9826,0.0261,0.107647,1.07460,0.00281,0.01123,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.3623,10.7652,10.7652,10.7652,3,10.7652,0.0000,0.131256,1.41299,0.00000,0.01370,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.3974,11.0783,11.0783,11.0783,3,11.0783,0.0000,0.157936,1.74966,0.00000,0.01648,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.4335,11.1304,11.1304,11.1304,3,11.1304,0.0000,0.187885,2.09124,0.00000,0.01961,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.13e-3,18000,0.4704,10.9217,10.9217,10.9217,3,10.9217,0.0000,0.221300,2.41698,0.00000,0.02309,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.2163,4.0348,4.0348,2.6261,3,4.0348,0.7043,0.046771,0.18871,0.03294,0.00488,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.2569,5.9652,5.9652,5.9652,3,5.9652,0.0000,0.066014,0.39379,0.00000,0.00689,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.2976,7.6870,7.6348,7.6348,3,7.6348,0.0261,0.088564,0.67617,0.00231,0.00924,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.3383,9.1478,9.1478,9.1478,3,9.1478,0.0000,0.114422,1.04671,0.00000,0.01194,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.3771,10.3478,10.3478,10.3478,3,10.3478,0.0000,0.142189,1.47135,0.00000,0.01484,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.4150,11.1826,11.1826,11.1826,3,11.1826,0.0000,0.172202,1.92567,0.00000,0.01797,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.4510,11.7043,11.6522,11.6522,3,11.6522,0.0261,0.203416,2.37024,0.00531,0.02123,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,1.41e-3,18000,0.4843,11.9652,11.9652,11.9652,3,11.9652,0.0000,0.234535,2.80626,0.00000,0.02447,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.1035,-5.7217,-5.7217,-5.7217,3,-5.7217,0.0000,0.010715,-0.06131,0.00000,0.00112,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.1396,-1.6522,-1.6522,-1.6000,3,-1.6522,0.0261,0.019476,-0.03218,0.00051,0.00203,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.1765,0.7478,0.7478,0.7478,3,0.7478,0.0000,0.031161,0.02330,0.00000,0.00325,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.2172,2.3652,2.3652,2.3652,3,2.3652,0.0000,0.047172,0.11157,0.00000,0.00492,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.2606,3.4609,3.4609,3.4609,3,3.4609,0.0000,0.067927,0.23509,0.00000,0.00709,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.3087,4.2435,4.2435,4.2435,3,4.2435,0.0000,0.095288,0.40435,0.00000,0.00994,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.3595,5.8609,5.8609,,2,5.8609,0.0000,0.129254,0.75754,0.00000,0.01349,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.4150,7.3217,7.3217,7.3217,3,7.3217,0.0000,0.172202,1.26082,0.00000,0.01797,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,b,thrust_coefficient,-,4.23e-3,18000,0.4760,8.4696,8.4174,,2,8.4696,0.0261,0.226548,1.91876,0.00591,0.02364,143,776d182e6bc4f6b232ba1248ba334ac04d04a182e06fb5ea496ac76b35ddb63c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.1352,-1.6291,-1.6291,-1.6291,3,-1.6291,0.0000,0.018282,-0.02978,0.00000,0.00190,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.1831,0.6586,0.6586,0.6586,3,0.6586,0.0000,0.033521,0.02208,0.00000,0.00349,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.2335,1.8544,1.8544,1.8544,3,1.8544,0.0000,0.054545,0.10115,0.00000,0.00567,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.2601,2.2184,2.2184,2.2184,3,2.2184,0.0000,0.067638,0.15005,0.00000,0.00703,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.2879,2.6863,2.6863,2.6863,3,2.6863,0.0000,0.082882,0.22265,0.00000,0.00862,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.56e-3,27000,0.3177,3.1023,3.1023,3.1023,3,3.1023,0.0000,0.100903,0.31303,0.00000,0.01049,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.1139,-2.6170,-2.6170,,2,-2.6170,0.0000,0.012965,-0.03393,0.00000,0.00135,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.1372,0.6586,0.6586,,2,0.6586,0.0000,0.018811,0.01239,0.00000,0.00196,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.2090,5.1300,5.0780,,2,5.1300,0.0260,0.043666,0.22401,0.00114,0.00454,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.2329,5.5979,5.5979,5.5979,3,5.5979,0.0000,0.054243,0.30365,0.00000,0.00564,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.2581,5.7539,5.7539,5.7539,3,5.7539,0.0000,0.066633,0.38340,0.00000,0.00693,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.2834,5.8579,5.8579,5.8579,3,5.8579,0.0000,0.080295,0.47036,0.00000,0.00835,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,0.85e-3,27000,0.3099,5.8579,5.8579,5.8579,3,5.8579,0.0000,0.096031,0.56254,0.00000,0.00999,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.1902,4.6620,4.7140,4.6620,3,4.6620,0.0260,0.036177,0.16866,0.00094,0.00376,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.2154,6.3778,6.3258,6.3258,3,6.3258,0.0260,0.046412,0.29359,0.00121,0.00483,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.2400,7.5217,7.5217,7.5217,3,7.5217,0.0000,0.057609,0.43331,0.00000,0.00599,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.2640,8.0936,8.0936,8.0936,3,8.0936,0.0000,0.069673,0.56390,0.00000,0.00724,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.2872,8.5615,8.5615,8.5615,3,8.5615,0.0000,0.082510,0.70641,0.00000,0.00858,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.13e-3,27000,0.3099,8.7695,8.7695,8.7695,3,8.7695,0.0000,0.096031,0.84215,0.00000,0.00999,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.41e-3,27000,0.2232,6.5858,6.5858,,2,6.5858,0.0000,0.049817,0.32809,0.00000,0.00518,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.41e-3,27000,0.2478,8.0936,8.0936,,2,8.0936,0.0000,0.061396,0.49691,0.00000,0.00638,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
